Given Name,Amount,Position
FAY,12,111
JANIS,12,111
JOYCE,12,111
LINDA,12,111
NOLA,12,111
UNNAMED,12,111
CORALIE,11,119
GWENDA,11,119
LYNNETTE,11,119
MIGNON,11,119
ROSALIND,11,119
STEPHANIE,11,119
JOYLEEN,10,125
LEE,10,125
NATALIE,10,125
VALDA,10,125
VIRGINIA,10,125
VIVIENNE,10,125
AILEEN,9,131
CHRISTINA,9,131
DAPHNE,9,131
DEBORAH,9,131
JAN,9,131
JUDY,9,131
MARJORIE,9,131
PEGGY,9,131
ANTHEA,8,139
AUDREY,8,139
CORAL,8,139
DEIDRE,8,139
DONNA,8,139
EILEEN,8,139
GEORGINA,8,139
KATHERINE,8,139
KAYLEEN,8,139
LYNNE,8,139
MICHELLE,8,139
MOIRA,8,139
RAYLENE,8,139
SYLVIA,8,139
TRUDY,8,139
VICTORIA,8,139
VIVIEN,8,139
ADRIENNE,7,156
BRONTE,7,156
CAROLINE,7,156
ELEANOR,7,156
JULIA,7,156
LEONA,7,156
LORNA,7,156
MARIAN,7,156
MERYL,7,156
MONICA,7,156
NANCY,7,156
NORMA,7,156
PHYLLIS,7,156
PRUDENCE,7,156
TERESA,7,156
THERESA,7,156
VALMAI,7,156
BETH,6,173
CHERYLE,6,173
DEIRDRE,6,173
DOREEN,6,173
EVA,6,173
GAYE,6,173
JOCELYN,6,173
KRISTINE,6,173
LARAINE,6,173
LORETTA,6,173
LOUISE,6,173
LYNN,6,173
MELVA,6,173
MIRIAM,6,173
NANETTE,6,173
NAOMI,6,173
ROBIN,6,173
SARAH,6,173
SUE,6,173
THERESE,6,173
ANDREA,5,193
BERNADETTE,5,193
BRONWEN,5,193
CARLENE,5,193
CLAUDIA,5,193
HELENE,5,193
JANNE,5,193
JAYNE,5,193
LORAINE,5,193
LYNDALL,5,193
MARCIA,5,193
MERRILYN,5,193
RITA,5,193
ALICE,4,206
BERNICE,4,206
CAROLE,4,206
DAVINA,4,206
DEANNA,4,206
DESMA,4,206
DIANNA,4,206
GAY,4,206
GAYLE,4,206
IRIS,4,206
ISABEL,4,206
JACQUELYN,4,206
JANNETTE,4,206
JEANNETTE,4,206
JOANNE,4,206
LAUREL,4,206
NADINE,4,206
PAULENE,4,206
PHILIPPA,4,206
RONDA,4,206
SHARRON,4,206
THELMA,4,206
TONI,4,206
VICKY,4,206
ALEXANDRA,3,230
ANITA,3,230
ANTOINETTE,3,230
APRIL,3,230
BELINDA,3,230
CARROL,3,230
CARYL,3,230
CHRISTENE,3,230
DORIS,3,230
ELISABETH,3,230
ELVA,3,230
FELICITY,3,230
GENEVIEVE,3,230
GLADYS,3,230
GRACE,3,230
GWENDOLINE,3,230
GWENNETH,3,230
HELENA,3,230
IRENA,3,230
JEANINE,3,230
JEANNE,3,230
JENYCE,3,230
JOSIE,3,230
JULIANNE,3,230
JULIENNE,3,230
KARIN,3,230
KERRYL,3,230
LARRAINE,3,230
LESLIE,3,230
LILLIAN,3,230
MADELEINE,3,230
MARGUERITE,3,230
MARIANNE,3,230
MARILYNN,3,230
MERLE,3,230
MICHELE,3,230
MURIEL,3,230
NGAIRE,3,230
NOELENE,3,230
PAULETTE,3,230
PETA,3,230
PRISCILLA,3,230
RAYLEEN,3,230
ROMA,3,230
ROSA,3,230
ROSALYN,3,230
ROXANNE,3,230
SHELLEY,3,230
TASMA,3,230
TERRY,3,230
TRINA,3,230
VALARIE,3,230
VANESSA,3,230
VERLIE,3,230
VIOLET,3,230
VIVIAN,3,230
WINIFRED,3,230
ADA,2,287
ALLISON,2,287
ALMA,2,287
ALYSON,2,287
AMELIA,2,287
AVRIL,2,287
BARBRA,2,287
BLAIR,2,287
BRIDGET,2,287
BRIONY,2,287
CAROLYNE,2,287
CATERINA,2,287
CATHRYN,2,287
CECELIA,2,287
CECILY,2,287
CHARMANE,2,287
CHERIE,2,287
CHRISTABEL,2,287
CONSTANCE,2,287
CORRINE,2,287
DANUTE,2,287
DELORAINE,2,287
DIANN,2,287
DIEDRE,2,287
DIERDRE,2,287
ELLEN,2,287
EMILY,2,287
ENID,2,287
ESTELLE,2,287
FRANCESCA,2,287
FRANCESKA,2,287
GABRIELLE,2,287
GAYLENE,2,287
GERALDENE,2,287
GWENYTH,2,287
HAZEL,2,287
INGRID,2,287
INIS,2,287
JANISE,2,287
JANITA,2,287
JAY,2,287
JEANNIE,2,287
JENIFER,2,287
JENNY,2,287
JOANNA,2,287
JUANITA,2,287
JULIAN,2,287
JULIET,2,287
KATHRYNE,2,287
KERIN,2,287
KERRIE,2,287
KRISTEEN,2,287
KRISTIN,2,287
LEA,2,287
LEILA,2,287
LENORE,2,287
LEOLA,2,287
LOLA,2,287
LUBA,2,287
LUCILLE,2,287
LUCINDA,2,287
LUCY,2,287
LYDIA,2,287
LYNDA,2,287
MAERA,2,287
MARGO,2,287
MARGOT,2,287
MARJORY,2,287
MAY,2,287
MELANIE,2,287
MELITA,2,287
MERAWYN,2,287
MERIDITH,2,287
MERLENE,2,287
MERRAWYN,2,287
MICHEL,2,287
MIRANDA,2,287
NOELEEN,2,287
NOREEN,2,287
OLGA,2,287
PETREA,2,287
PHILLIPPA,2,287
RACHEL,2,287
RAELEEN,2,287
RICKI,2,287
ROBERTA,2,287
ROSELIE,2,287
ROZANNE,2,287
SHERRIE,2,287
SHERRY,2,287
SHERYL,2,287
SHERYLE,2,287
SHIRLENE,2,287
SONIA,2,287
SONYA,2,287
STELLA,2,287
STEPHENIE,2,287
UNA,2,287
VELTA,2,287
VERITY,2,287
ADELE,1,387
ADRIANA,1,387
AIDA,1,387
AIRLIE,1,387
ALANA,1,387
ALECIA,1,387
ALESIA,1,387
ALLDYTH,1,387
ALLYSON,1,387
ALYCIA,1,387
AMANDA,1,387
ANN-LOUISE,1,387
ANN-MARIE,1,387
ANNABEL,1,387
ANNABELLE,1,387
ANNE-MARI,1,387
ANNE-MARIE,1,387
ANNIE,1,387
ANNITA,1,387
ANNMARIA,1,387
ANNTHEA,1,387
ANTHONETTE,1,387
ANTONANA,1,387
ARGIREE,1,387
ARLENE,1,387
ARLINE,1,387
ASENATH,1,387
ATHALAE,1,387
ATHALEA,1,387
ATHALIE,1,387
ATHLEY,1,387
AVONNE,1,387
BABY,1,387
BEATRICE,1,387
BERNECE,1,387
BESSIE,1,387
BETHIA,1,387
BETTE,1,387
BETTINA,1,387
BEVELY,1,387
BIRUTE,1,387
BOBBIE,1,387
BONNIE,1,387
BOZENA,1,387
BRANKA,1,387
BRIAN,1,387
BRIAR,1,387
BRIGID,1,387
BRIGIT,1,387
BRIGITTE,1,387
CAMELIA,1,387
CAREN,1,387
CARITA,1,387
CARLA,1,387
CARLEEN,1,387
CARMEN,1,387
CAROLYNN,1,387
CARROLYNN,1,387
CARYLE,1,387
CARYLLIN,1,387
CASANDRA,1,387
CASSANDRA,1,387
CATHARYN,1,387
CATHLEEN,1,387
CATHRINE,1,387
CECELEA,1,387
CECILIA,1,387
CELINE,1,387
CHARMAIN,1,387
CHARMAYNE,1,387
CHERAL,1,387
CHERILY,1,387
CHERILYN,1,387
CHERISSE,1,387
CHERRYL,1,387
CHERYLL,1,387
CHIARA,1,387
CHRISTA,1,387
CHRISTIANA,1,387
CHRISTOBEL,1,387
CHYREL,1,387
CLARE,1,387
CLARITA,1,387
COLETTE,1,387
COLLEAN,1,387
COLLEANE,1,387
COLLIEN,1,387
CORALYN,1,387
CORINNE,1,387
COSETTE,1,387
CRISTINE,1,387
DAGMAR,1,387
DAHLIA,1,387
DAINE,1,387
DANIELLE,1,387
DARIA,1,387
DELICIA,1,387
DELPHEEN,1,387
DELPHENE,1,387
DENEICE,1,387
DERICA,1,387
DERISE,1,387
DERRIS,1,387
DESIREE,1,387
DESPO,1,387
DIANELLA,1,387
DINAH,1,387
DINEACE,1,387
DOMENICA,1,387
DONALYN,1,387
EDITH,1,387
EDNA,1,387
ELAYNE,1,387
ELFI,1,387
ELINOR,1,387
ELISE,1,387
ELIZABELA,1,387
ELLAINE,1,387
ELLENOR,1,387
ELSPETH,1,387
EMETTE,1,387
ERIC,1,387
ERIKA,1,387
ESMERALDA,1,387
ESTA,1,387
ESTHER,1,387
ETHEL,1,387
EUNICE,1,387
EVE,1,387
EVELINA,1,387
EVON,1,387
EVONNE,1,387
FERNA,1,387
FILIPPA,1,387
FIONA,1,387
FLORENCE,1,387
FRANCENE,1,387
FRANSCHISKA,1,387
FREDA,1,387
FREIDA,1,387
FRENCA,1,387
GAEL,1,387
GAYELENE,1,387
GAYENOR,1,387
GEM,1,387
GENES,1,387
GEORGENA,1,387
GEORGIA,1,387
GERALDEANE,1,387
GIOVANNA,1,387
GLEEWIN,1,387
GLENICE,1,387
GLENIS,1,387
GLENISE,1,387
GLENYCE,1,387
GLENYSE,1,387
GLYNDA,1,387
GOINE,1,387
GOLDA,1,387
GRAZIA,1,387
GRETA,1,387
GWEN,1,387
GWENDALINE,1,387
GWENETH,1,387
GWENLYN,1,387
HELVE,1,387
HILARY,1,387
HILDA,1,387
ILA,1,387
ILFRA,1,387
ILLEEN,1,387
IMELDA,1,387
INGE,1,387
INNISS,1,387
ISABELLA,1,387
ISDELL,1,387
ISMAY,1,387
JACQUALENE,1,387
JACQUELENE,1,387
JADWIGA,1,387
JANELL,1,387
JANETTA,1,387
JANIE,1,387
JANIFOR,1,387
JANIN,1,387
JANN,1,387
JANNIFER,1,387
JAQUELIN,1,387
JASNA,1,387
JAYE,1,387
JEANNINE,1,387
JENIENNE,1,387
JENNIE,1,387
JERALDINE,1,387
JILLIEN,1,387
JILLIENNE,1,387
JO-ANNE,1,387
JOSALINN,1,387
JOSETTE,1,387
JOYLYN,1,387
JUDITH-ANN,1,387
JUDITH-ANNE,1,387
JULE,1,387
JUNEEN,1,387
JUNELEA,1,387
JUNETH,1,387
KAAREN,1,387
KARLEYNE,1,387
KAROLYN,1,387
KATHARINE,1,387
KATHIE,1,387
KATHLENE,1,387
KATRINA,1,387
KAYELENE,1,387
KEREN,1,387
KERENA,1,387
KERRI,1,387
KERYLE,1,387
KIMBERLEY,1,387
KIRSTY,1,387
KOULA,1,387
KRISTEENA,1,387
KRISTENE,1,387
KRISTINA,1,387
KRYSTYNA,1,387
LAILA,1,387
LAUREEN,1,387
LAUREN,1,387
LAURRAINE,1,387
LAVINIA,1,387
LE,1,387
LEANNE,1,387
LEANOR,1,387
LEEANA,1,387
LEEANNE,1,387
LENA,1,387
LEONORE,1,387
LESLEYE,1,387
LETA,1,387
LEVENA,1,387
LEXLEY,1,387
LIAN,1,387
LILIA,1,387
LILIANA,1,387
LINETTE,1,387
LINLEY,1,387
LISBETH,1,387
LIVETTE,1,387
LOLITA,1,387
LOREENA,1,387
LORETO,1,387
LORETTE,1,387
LORETTO,1,387
LORICE,1,387
LORIS,1,387
LORRETTA,1,387
LORRETTE,1,387
LOUEEN,1,387
LUCREZIA,1,387
LYLA,1,387
LYNDEE,1,387
LYNDELL,1,387
LYNDLEY,1,387
LYNICE,1,387
LYNLEE,1,387
LYNLEY,1,387
LYNLY,1,387
LYYRLE,1,387
MADALENE,1,387
MAGDALINI,1,387
MARA,1,387
MARALYN,1,387
MARDI,1,387
MAREE,1,387
MARGARIETTE,1,387
MARGHERITA,1,387
MARGIE,1,387
MARGITTA,1,387
MARGURETE,1,387
MARGURETTE,1,387
MARI,1,387
MARIETTA,1,387
MARIGOLD,1,387
MARILLA,1,387
MARILYNNE,1,387
MARIS,1,387
MARJOLIJN,1,387
MARLYN,1,387
MARRALYN,1,387
MARRILYN,1,387
MARTA,1,387
MARY-ANN,1,387
MARY-ANNE,1,387
MARYLIN,1,387
MARYLYN,1,387
MARYN,1,387
MATHILDA,1,387
MAURINE,1,387
MAVIS,1,387
MEGAN,1,387
MELLANIE,1,387
MERALYN,1,387
MEREWYN,1,387
MERIDYTH,1,387
MERIL,1,387
MERRALEA,1,387
MERRALYN,1,387
MERREN,1,387
MERRILEE,1,387
MERRYL,1,387
MERRYWIN,1,387
MERYLIN,1,387
MICHAEL,1,387
MILDA,1,387
MILDRED,1,387
MILLICENT,1,387
MONIKA,1,387
MURRIANNA,1,387
NADA,1,387
NADEANE,1,387
NAHIDA,1,387
NAIDA,1,387
NANCE,1,387
NANNETTE,1,387
NARELLE,1,387
NATHALIE,1,387
NEIDRA,1,387
NELLIE,1,387
NEREDA,1,387
NERELLY,1,387
NERRIDA,1,387
NESSIE,1,387
NETTIE,1,387
NEVIONNE,1,387
NICOLA,1,387
NICOLETTE,1,387
NICOLLE,1,387
NITA,1,387
NOELLEEN,1,387
NOELLENE,1,387
NORELLA,1,387
NORLEEN,1,387
OLIVE,1,387
PAM,1,387
PAMULA,1,387
PATRISHA,1,387
PAULE,1,387
PAULEEN,1,387
PEARL,1,387
PENNY,1,387
PETRA,1,387
PETRINA,1,387
PHAYUS,1,387
PHILLIPA,1,387
QUEENSLANDE,1,387
QUETTA,1,387
QUITA,1,387
RAELEN,1,387
RAELINE,1,387
RAEWYN,1,387
RAMUNE,1,387
RASA,1,387
RAYELEEN,1,387
RAYLEE,1,387
REBECCA,1,387
RENAE,1,387
RENATE,1,387
RENETTE,1,387
RHELMA,1,387
RHODA,1,387
RHONDDA,1,387
ROBINA,1,387
ROCHELLE,1,387
ROMLEY,1,387
RONA,1,387
ROSALEE,1,387
ROSALEEN,1,387
ROSALEIGH,1,387
ROSAMOND,1,387
ROSANNA,1,387
ROSE,1,387
ROSELEE,1,387
ROSELENE,1,387
ROSEMARIE,1,387
ROSETTA,1,387
ROSIE,1,387
ROSINA,1,387
ROSNEY,1,387
ROSSLEY,1,387
ROTHAY,1,387
ROXENE,1,387
ROZA,1,387
ROZALYN,1,387
ROZLYN,1,387
SADE-ANN,1,387
SADIE,1,387
SALETTA,1,387
SANDALL,1,387
SANTA,1,387
SANTINA,1,387
SARA,1,387
SAVERIA,1,387
SCHERYL,1,387
SHANA,1,387
SHANE,1,387
SHARAN,1,387
SHEELAGH,1,387
SHEILA,1,387
SHEILAH,1,387
SHELBY,1,387
SHERALYN,1,387
SHERIDAN,1,387
SHERONNE,1,387
SHERREL,1,387
SHERRILL,1,387
SHYLIE,1,387
SONJA,1,387
SONJIA,1,387
SOPHIA,1,387
STEPHNEY,1,387
SUELLAN,1,387
SUSANNA,1,387
SUZAN,1,387
SUZETTE,1,387
SUZZANNE,1,387
TANIA,1,387
TANYA,1,387
TARA,1,387
TERRIELYN,1,387
TESS,1,387
THELDA,1,387
THEODORA,1,387
TONIA,1,387
TRENA,1,387
TRUDENCE,1,387
TRUDYE,1,387
UNITA,1,387
VAALDIR,1,387
VAILE,1,387
VALRIE,1,387
VASOULA,1,387
VASTA,1,387
VERIS,1,387
VERNA,1,387
VICKIE,1,387
VIDA,1,387
VINA,1,387
VIOLA,1,387
VIVETTE,1,387
VIVIANNE,1,387
VONDA,1,387
VYVYN,1,387
WANDA,1,387
WENDA,1,387
WILMA,1,387
YVETTE,1,387
ZOFIA,1,387
ZONDA,1,387
ZORA,1,387
CHRISTINE,371,1
JUDITH,253,2
MARGARET,247,3
HELEN,238,4
JENNIFER,235,5
LYNETTE,204,6
DIANNE,194,7
SUSAN,189,8
JULIE,165,9
HEATHER,164,10
SANDRA,160,11
ELIZABETH,151,12
PAMELA,141,13
BARBARA,135,14
WENDY,123,15
PATRICIA,116,16
JILLIAN,107,17
ROSEMARY,98,18
MARY,97,19
JANICE,96,20
LORRAINE,95,21
JANET,94,22
MARILYN,91,23
ANNE,88,24
ROBYN,85,25
DENISE,84,26
CAROLYN,81,27
BEVERLEY,80,28
CHERYL,79,29
KATHLEEN,78,30
SUZANNE,78,30
PAULINE,69,32
CAROL,68,33
ANN,61,34
KATHRYN,59,35
COLLEEN,57,36
SHIRLEY,55,37
RAELENE,53,38
MARIE,52,39
LESLEY,51,40
JANE,49,41
ANNETTE,48,42
SUSANNE,45,43
CATHERINE,44,44
KAREN,44,44
VICKI,44,44
GLORIA,43,47
YVONNE,43,47
LEONIE,42,49
VALERIE,42,49
JOSEPHINE,41,51
KAYE,41,51
MEREDITH,41,51
SHARON,41,51
JEANETTE,40,55
ELAINE,39,56
DIANE,38,57
MAUREEN,37,58
MAXINE,37,58
GAIL,36,60
ROSALIE,35,61
LINDA,34,62
RUTH,34,62
BRONWYN,33,64
MARIA,32,65
KAY,31,66
DIANA,29,67
JOAN,29,67
RHONDA,29,67
BRENDA,28,70
JUNE,28,70
IRENE,27,72
ROSLYN,27,72
SHARYN,27,72
BETTY,26,75
MARLENE,26,75
ALISON,25,77
CYNTHIA,25,77
GERALDINE,25,77
JANETTE,24,80
GLENYS,22,81
ROSSLYN,22,81
FRANCES,21,83
GAYNOR,20,84
JACQUELINE,20,84
JOYLEEN,19,86
CARMEL,18,87
DEBORAH,18,87
DOROTHY,18,87
KERRY,18,87
DAWN,17,91
JOY,17,91
SALLY,17,91
STEPHANIE,17,91
BEVERLY,16,95
CORALIE,16,95
GLENDA,16,95
KAYLENE,16,95
LYNNE,16,95
TERESA,16,95
EILEEN,15,101
FAY,15,101
UNNAMED,15,101
VIVIENNE,15,101
CHARMAINE,14,105
JILL,14,105
LOIS,14,105
AILEEN,13,108
ANGELA,13,108
ANNA,13,108
BERNADETTE,13,108
BERYL,13,108
EVELYN,13,108
VERONICA,13,108
ANTHEA,12,115
CAROLINE,12,115
ELISABETH,12,115
GILLIAN,12,115
KAYLEEN,12,115
MARIAN,12,115
MERILYN,12,115
MONICA,12,115
CLAIRE,11,123
JANIS,11,123
JEAN,11,123
RITA,11,123
SUE,11,123
DEIRDRE,10,128
GAYL,10,128
GWENDA,10,128
JANINE,10,128
KATHERINE,10,128
LORNA,10,128
LYNN,10,128
NATALIE,10,128
VIRGINIA,10,128
ALLISON,9,137
ANDREA,9,137
ANITA,9,137
CHRISTINA,9,137
GAYE,9,137
JOYLENE,9,137
PAULA,9,137
PENELOPE,9,137
VICTORIA,9,137
ADRIENNE,8,146
DAPHNE,8,146
DOREEN,8,146
ERICA,8,146
FAYE,8,146
GAYLE,8,146
JAN,8,146
JOANNE,8,146
JULIA,8,146
LYNDA,8,146
MARCIA,8,146
NANCY,8,146
NOLA,8,146
PRUDENCE,8,146
RAYLENE,8,146
VALMAI,8,146
ANNABEL,7,162
IRENA,7,162
JUDY,7,162
MARION,7,162
MICHELE,7,162
PEGGY,7,162
ROSALIND,7,162
ROSALYN,7,162
SYLVIA,7,162
VALDA,7,162
BERNICE,6,172
BRONTE,6,172
CARMEN,6,172
CASSANDRA,6,172
CORAL,6,172
EDITH,6,172
EVA,6,172
GAYLENE,6,172
GEORGINA,6,172
HELENA,6,172
LEE,6,172
LOUISE,6,172
LYNNETTE,6,172
MARJORIE,6,172
AMANDA,5,186
CATHRYN,5,186
CHERIE,5,186
ELLEN,5,186
ERIKA,5,186
HALINA,5,186
KRISTINA,5,186
KRISTINE,5,186
MIGNON,5,186
MIRIAM,5,186
PHILIPPA,5,186
ROBIN,5,186
SADIE,5,186
THELMA,5,186
THERESA,5,186
ALICE,4,201
ANNE-MARIE,4,201
AUDREY,4,201
AVERIL,4,201
CARMELA,4,201
CAROLE,4,201
CHERYLE,4,201
DEIDRE,4,201
DORIS,4,201
ENID,4,201
FIONA,4,201
FLORENCE,4,201
FRANCINE,4,201
GWENDOLINE,4,201
HILARY,4,201
JANENE,4,201
JULIE-ANNE,4,201
LINDY,4,201
LORAINE,4,201
LYNDALL,4,201
MARALYN,4,201
MAREE,4,201
MARGUERITE,4,201
MERYL,4,201
MICHELLE,4,201
NINA,4,201
OLGA,4,201
PETA,4,201
PHYLLIS,4,201
THERESE,4,201
VICKY,4,201
WANDA,4,201
ADELE,3,233
ALDYTH,3,233
BELINDA,3,233
BETH,3,233
BRONWEN,3,233
CARLENE,3,233
CARYL,3,233
CECILIA,3,233
CHERRYL,3,233
CHRISTENE,3,233
CLARE,3,233
DANUTA,3,233
DEANNA,3,233
DIAN,3,233
DULCIE,3,233
ELEANOR,3,233
ELSIE,3,233
EMILIA,3,233
ESTHER,3,233
GAY,3,233
GLADYS,3,233
HELENE,3,233
INGRID,3,233
ISABEL,3,233
JACQUELYN,3,233
JACQUILINE,3,233
JANINA,3,233
JAYNE,3,233
JENIFER,3,233
JOCELYN,3,233
JOYCE,3,233
KARIN,3,233
KARYN,3,233
KATRINA,3,233
KAYELENE,3,233
KRYSTYNA,3,233
LEA,3,233
LEANNE,3,233
LESLIE,3,233
LOLA,3,233
LUCIA,3,233
LYNDELL,3,233
LYNLEY,3,233
MADELINE,3,233
MARIANNE,3,233
MOIRA,3,233
MURIEL,3,233
NATALIA,3,233
NITA,3,233
NOELINE,3,233
NORMA,3,233
PRISCILLA,3,233
RACHEL,3,233
RAE,3,233
RAELEEN,3,233
RONDA,3,233
ROSE,3,233
SHERIDA,3,233
SHERYL,3,233
TRUDIE,3,233
TRUDY,3,233
VERA,3,233
VIVIEN,3,233
WIESLAWA,3,233
ALANA,2,297
ARLENE,2,297
ASTRIDE,2,297
AUDINE,2,297
BEATRICE,2,297
BETTE,2,297
BRIDGET,2,297
BRIGITE,2,297
BRIONY,2,297
BRYONIE,2,297
CATERINA,2,297
CATHARINE,2,297
CATHY,2,297
CECELIA,2,297
CELIA,2,297
CHARLOTTE,2,297
COLLETTE,2,297
CREINA,2,297
DALE,2,297
DANIELA,2,297
DIANN,2,297
DONNA,2,297
DOROTHEA,2,297
EDNA,2,297
ELZBIETA,2,297
EMILY,2,297
EUNICE,2,297
EVE,2,297
FAYETTE,2,297
FELICITY,2,297
GALE,2,297
GAYLEEN,2,297
GENEVIEVE,2,297
GENOWEFA,2,297
GEORGIA,2,297
GLENICE,2,297
GLENNIS,2,297
GWENETH,2,297
GWENNETH,2,297
HELLEN,2,297
IDA,2,297
ILZE,2,297
INA,2,297
IRIS,2,297
ISOBEL,2,297
JACQULYNE,2,297
JANETTA,2,297
JANNE,2,297
JASMINE,2,297
JEANNETTE,2,297
JENETTE,2,297
JENNY,2,297
JOHANNA,2,297
JULE,2,297
JULIAN,2,297
JULIANA,2,297
JURATE,2,297
JUSTINA,2,297
KATERINA,2,297
KATHRINE,2,297
KERIN,2,297
KERRYL,2,297
KERRYN,2,297
KERYL,2,297
KERYN,2,297
KRYSTINA,2,297
LAIME,2,297
LAVENA,2,297
LEAH,2,297
LEEANNE,2,297
LEONI,2,297
LEONNE,2,297
LILLIAN,2,297
LINLEY,2,297
LINNETTE,2,297
LOUELLA,2,297
LOUISA,2,297
LUCILLE,2,297
LUCINA,2,297
LYDIA,2,297
MADELEINE,2,297
MARGRET,2,297
MARIJA,2,297
MARINA,2,297
MAURINE,2,297
MAVIS,2,297
MELANIE,2,297
MERRAN,2,297
MERRILYN,2,297
MICHEL,2,297
MONIKA,2,297
MOREEN,2,297
MOYA,2,297
NAOMI,2,297
NECIA,2,297
NOELENE,2,297
NOLEEN,2,297
NOREEN,2,297
OLIVE,2,297
OXANA,2,297
PAMELLA,2,297
PATSY,2,297
PETRA,2,297
PETREA,2,297
PHILLIPA,2,297
RAE-MARIE,2,297
RAELEE,2,297
RAYLEEN,2,297
REBECCA,2,297
REGINA,2,297
RENATA,2,297
ROBINA,2,297
ROMA,2,297
ROSA,2,297
ROSANNE,2,297
ROSE-MARIE,2,297
ROSLYNN,2,297
ROWENA,2,297
SARAH,2,297
SHARMAINE,2,297
SHELLEY,2,297
SHERIDAN,2,297
SONIA,2,297
SONJA,2,297
STELLA,2,297
SUSANNA,2,297
SUZETTE,2,297
TERRY,2,297
TONI,2,297
VALARIE,2,297
VALERIA,2,297
VALMA,2,297
VANESSA,2,297
VERITY,2,297
VICKIE,2,297
VIOLET,2,297
YVETTE,2,297
ZOFIA,2,297
ZUZANNA,2,297
ADA,1,436
ADELIA,1,436
ADELINE,1,436
ADELYN,1,436
AGELIKI,1,436
AIJA,1,436
AILSA,1,436
AINA,1,436
AJJELLA,1,436
ALDONA,1,436
ALEXANDRA,1,436
ALEXIA,1,436
ALLAYNE,1,436
ALMA,1,436
AMALIA,1,436
AMY,1,436
ANA,1,436
ANETTE,1,436
ANGELINE,1,436
ANNABELLE,1,436
ANNAMARIA,1,436
ANNASTACIA,1,436
ANNELLE,1,436
ANNETE,1,436
ANTOINETTE,1,436
ARENA,1,436
ARENE,1,436
ASHLEA,1,436
ASHLYNNE,1,436
ASTRID,1,436
ATHALIE,1,436
AUDENE,1,436
AUDRY,1,436
AVIS,1,436
AVRIL,1,436
AVRYL,1,436
BABARA,1,436
BAIBA,1,436
BERTICE,1,436
BERYLE,1,436
BETHEA,1,436
BETHNE,1,436
BETSY,1,436
BETTIE,1,436
BILLIE,1,436
BINA,1,436
BIRIUTE,1,436
BIRUTA,1,436
BOGUMILA,1,436
BONITA,1,436
BONNY,1,436
BRANKA,1,436
BRIGITA,1,436
BRIGITTA,1,436
BRIGITTE,1,436
BRONWIN,1,436
BRYGIDA,1,436
CALLIOPI,1,436
CAMILLA,1,436
CARLEEN,1,436
CARMELINA,1,436
CARMELLA,1,436
CARMER,1,436
CAROLIN,1,436
CAROLYNE,1,436
CAROLYNNE,1,436
CARROL,1,436
CARROLIE,1,436
CARROLL,1,436
CARROLYN,1,436
CATHLEEN,1,436
CATRIONA,1,436
CECILY,1,436
CHARMAIN,1,436
CHARMEIN,1,436
CHERAL,1,436
CHERILIE,1,436
CHERYLAN,1,436
CHERYLIN,1,436
CHERYLYNNE,1,436
CHIARA,1,436
CHRISTEEN,1,436
CHRISTOBEL,1,436
CICCINA,1,436
CLARICE,1,436
CLAUDEMARY,1,436
CLAUDETTE,1,436
CLEMENE,1,436
CLORINDA,1,436
CLYDA,1,436
COLETTE,1,436
CORALEEN,1,436
CORALYN,1,436
CORINNE,1,436
CORREEN,1,436
COSETTE,1,436
CRISTINE,1,436
CZESLAWA,1,436
D'AMER,1,436
DACE,1,436
DAINE,1,436
DAISY,1,436
DANUTE,1,436
DARIEN,1,436
DAVID,1,436
DAYL,1,436
DEADRE,1,436
DEANE,1,436
DEBRA,1,436
DEDRE,1,436
DELIA,1,436
DELIAH,1,436
DELLA,1,436
DELPHINE,1,436
DELRAY,1,436
DENESE,1,436
DENICE,1,436
DENIS,1,436
DENYSE,1,436
DERISE,1,436
DEROTEA,1,436
DERRIS,1,436
DERYTH,1,436
DESPINA,1,436
DEVONIA,1,436
DIEDRE,1,436
DIONITA,1,436
DOLORES,1,436
DONICE,1,436
DORA,1,436
DORETTA,1,436
DORNE,1,436
DOROTA,1,436
DRINA,1,436
DZINTRA,1,436
EDELTRUD,1,436
EDITE,1,436
EFTIHIA,1,436
ELENA,1,436
ELENORE,1,436
ELINOR,1,436
ELLANE,1,436
ELLENE,1,436
ELLICE,1,436
ELLIE,1,436
ELSA,1,436
ELVA,1,436
ELYSE,1,436
EMILENNE,1,436
ENE,1,436
ENIS,1,436
ERYLIS,1,436
ERZEBET,1,436
ETHNE,1,436
EULIE,1,436
EVALYNNE,1,436
FERNANDA,1,436
FIDELIS,1,436
FLORIS,1,436
FRANCA,1,436
FRANCESCA,1,436
FRANCESCINA,1,436
FRANCIS,1,436
FREDA,1,436
GABRIELLA,1,436
GABRIELLE,1,436
GAEL,1,436
GAETANA,1,436
GAILE,1,436
GAILEEN,1,436
GALINA,1,436
GARDA,1,436
GARLAND,1,436
GAYNORE,1,436
GEMMA,1,436
GENECE,1,436
GENETTA,1,436
GEORGENIA,1,436
GERALDEAN,1,436
GINA,1,436
GINETTA,1,436
GIOVININA,1,436
GLENETTE,1,436
GLENIS,1,436
GLENISE,1,436
GLENNA,1,436
GLENNETTE,1,436
GLENNYS,1,436
GLENYSE,1,436
GOIJETA,1,436
GORA,1,436
GRACE,1,436
GRAZIA,1,436
GRAZINA,1,436
GREER,1,436
GWENDERLENE,1,436
GWENYTH,1,436
HALENA,1,436
HANE,1,436
